Gene_acc,Gene_id,m_DD8,m_HCZ,FC2,INT2,Desc,pg_index
21,LdBPK_312060,4.5686047171224695,4.821653671402315,0.8406104306040856,4.6951291942623925,succinyl-diaminopimelate desuccinylase-like protein,26
22,LdBPK_323820,4.127003554357173,5.073949259514115,3.1456855422937675,4.600476406935644,3-hydroxyisobutyryl-coenzyme a hydrolase-like protein,27
23,LdBPK_044330,3.904329236779227,3.9977244783357766,0.3102522768554934,3.951026857557502,exosome subunit rrp6p homologue putative,32
24,LdBPK_044320,2.80274366352509,3.237917158895638,1.4456150604217584,3.020330411210364,phosphatidylinositol phosphate kinase alpha,33
25,LdBPK_353840,5.6379018191484125,5.722404940609301,0.2807132932866061,5.680153379878856,"60S ribosomal protein L23, putative",35
26,LdBPK_044360,4.283168362589309,5.778893629289759,4.9686917856851185,5.031030995939534,D-isomer specific 2-hydroxyacid dehydrogenase (fragment),36
27,LdBPK_360990,5.797071574651312,5.817326153874309,0.06728425577099628,5.80719886426281,"40S ribosomal protein S18, putative",37
28,LdBPK_363940,6.012965098944334,5.970720871206704,-0.14033228696845157,5.991842985075519,"40S ribosomal protein S27-1, putative",38
29,LdBPK_363430,4.479281307229168,4.90964555267764,1.4296390779902808,4.694463429953403,"60S ribosomal protein L22, putative",39
30,LdBPK_321660,4.995167688462184,4.890612882781482,-0.3473235464462121,4.942890285621832,phosphomannose isomerase,41
31,LdBPK_340080,5.113344215395659,5.109020062713785,-0.014364524280498614,5.111182139054723,"glucose-6-phosphate 1-dehydrogenase, putative",42
32,LdBPK_292080,5.095491549427649,4.984800766802407,-0.3677068206478573,5.040146158115029,"Fumarate hydratase class I, cytosolic",43
33,LdBPK_111100,4.774156353748196,4.867110434350337,0.30878677188668036,4.820633394049267,Lanosterol 14-alpha demethylase,44
34,LdBPK_010010,4.0618768532992835,4.090618280956758,0.09547695602253548,4.076247567128021,"Protein of unknown function (DUF2946), putative",45
35,LdBPK_010030,2.9856288221990677,2.7015574899532235,-0.9436645395395526,2.8435931560761456,"Kinesin-13 1, putative",47
36,LdBPK_010050,4.4536665254627605,4.1400444417222495,-1.041830011154719,4.2968554835925055,"carboxylase, putative",48
37,LdBPK_010060,4.655965802435347,4.741859798034751,0.28533367716378955,4.698912800235049,"hypothetical protein, conserved",49
38,LdBPK_010070,4.340510380058533,3.9488181627117225,-1.301173381353097,4.144664271385128,"BSD domain containing protein, putative",50
39,LdBPK_010080,4.168039646638584,4.3443801566736635,0.5857904945522971,4.256209901656124,"hypothetical protein, conserved",51
40,LdBPK_070095,3.0315632041975213,3.492442823172641,1.5310089546344336,3.2620030136850815,"UMP-CMP kinase, mitochondrial, putative",52
41,LdBPK_010100,3.1324675955901933,3.1027418591535265,-0.09874675901017937,3.1176047273718597,"Glycosyl transferase family 11, putative",53
42,LdBPK_010110,4.301237681223916,4.14818572947912,-0.5084275784783809,4.224711705351518,glutaredoxin-like protein,54
43,LdBPK_010120,3.3506639944883014,2.9473447672027993,-1.3397974723279713,3.1490043808455503,"hypothetical protein, conserved",55
44,LdBPK_010130,4.093088316311731,3.990704084131827,-0.34011305735189445,4.041896200221779,"hypothetical protein, conserved",56
45,LdBPK_010140,4.00323824331798,4.03075239550447,0.09140003515530992,4.016995319411224,"hypothetical protein, conserved",57
46,LdBPK_010150,4.0753635554150796,4.098169237190761,0.07575883501369596,4.08676639630292,"hypothetical protein, conserved",58
47,LdBPK_010160,4.9834339619065755,5.023321977792092,0.13250512061941322,5.003377969849334,"LSM domain containing protein, putative",59
48,LdBPK_010180,3.226781655003511,3.1623831671750104,-0.21392714598575857,3.194582411089261,"CLC-type chloride channel, putative",60
49,LdBPK_010190,4.081855388248156,4.07196791610042,-0.032845471514983515,4.076911652174289,"hypothetical protein, conserved",61
50,LdBPK_010200,3.778721761731434,4.285688695179592,1.684107699400327,4.0322052284555125,"Low molecular weight phosphotyrosine protein phosphatase, putative",62
51,LdBPK_010210,2.7070529313805936,3.211122452539426,1.6744827041139452,2.9590876919600095,"CUE domain/Domain of unknown function (DUF1771)/Smr domain containing protein, putative",63
52,LdBPK_010220,4.642814321548743,4.432904669105954,-0.6973047718377394,4.537859495327348,"cyclophilin type peptidyl-prolyl cis-trans isomerase, putative",64
53,LdBPK_010240,2.123439849430971,2.4867657293191585,1.206942448000241,2.3051027893750646,"DNA excision/repair protein SNF2, putative",65
54,LdBPK_010250,3.3055778091150416,3.4024801865657586,0.32190273011491755,3.3540289978404,"Right handed beta helix region, putative",66
55,LdBPK_010270,4.874111802634827,4.671146496428183,-0.6742361529752703,4.772629149531506,"thioredoxin, putative",68
56,LdBPK_010280,3.3673022607652823,3.3330905585830553,-0.11364881465306098,3.3501964096741688,pseudouridylate synthase-like protein,69
57,LdBPK_010330,4.626722795454519,4.445120642311197,-0.6032692946188369,4.535921718882858,"poly(A) export protein, putative",71
58,LdBPK_010350,4.876434261299592,4.771431357834143,-0.3488120950666218,4.823932809566868,Mitochondrial pyruvate carrier 1,73
59,LdBPK_010360,3.298889504799884,2.9649931016035325,-1.109179842559799,3.1319413032017085,"hypothetical protein, conserved",74
60,LdBPK_010370,3.32909119564917,3.5419588380557516,0.7071310018028587,3.435525016852461,"hypothetical protein, conserved",75
61,LdBPK_010400,3.859905829141741,3.436825324685412,-1.4054430141525973,3.6483655769135765,"Dyggve-Melchior-Clausen syndrome protein, putative",76
62,LdBPK_010410,3.7066009186790665,3.7744231779118476,0.2253006684041079,3.7405120482954572,"hypothetical protein, conserved",77
63,LdBPK_010440,5.412259796446318,5.526709851252679,0.3801948525226493,5.469484823849498,"ribosomal protein S7, putative",78
64,LdBPK_010440,5.412259796446318,5.526709851252679,0.3801948525226493,5.469484823849498,"ribosomal protein S7, putative",78
65,LdBPK_010460,3.551367593972153,3.632694794282702,0.27016311159014705,3.5920311941274274,"Protein of unknown function (DUF791), putative",79
66,LdBPK_010470,4.15145262771447,4.231388715949125,0.2655419373020944,4.191420671831797,alpha/beta-hydrolase-like protein,80
67,LdBPK_010520,3.8950368240519646,3.944322013120772,0.16372185422950913,3.9196794185863686,"fatty acyl CoA synthetase 2, putative",85
68,LdBPK_010540,4.021751848047178,4.0602629930130085,0.1279312544282707,4.041007420530093,"long chain fatty acid CoA ligase, putative",86
69,LdBPK_010580,3.555216494094512,3.4019517521539018,-0.5091344522081744,3.478584123124207,"pre-mRNA processing factor 3 (PRP3)/Protein of unknown function (DUF1115), putative",88
70,LdBPK_010610,3.9351950886466804,3.8873736249367354,-0.1588594638367038,3.911284356791708,mitochondrial RNA editing ligase 1,91
71,LdBPK_010620,3.0130242623714647,3.349972434996788,1.119317601165017,3.1814983486841264,"Rab-GTPase-TBC domain containing protein, putative",92
72,LdBPK_010660,4.067687901407012,3.772844302657706,-0.979449234283015,3.9202661020323593,HSP70-like protein,94
73,LdBPK_010670,4.717781566591301,4.6927076280016,-0.08329382105061178,4.705244597296451,"mitochondrial-processing peptidase subunit beta, putative",95
74,LdBPK_010680,1.9818337591752258,3.3413721429526544,4.5162887531479985,2.66160295106394,"hypothetical protein, conserved",96
75,LdBPK_010690,3.031486190914269,3.016056186258595,-0.05125736596992603,3.023771188586432,"hypothetical protein, conserved",97
76,LdBPK_010700,3.1079516626072423,2.673798708118689,-1.4422248969938796,2.8908751853629657,"hypothetical protein, unknown function",98
77,LdBPK_010710,4.7511802499413704,4.236824794007063,-1.7086518398267732,4.494002521974217,"PLAC8 family, putative",99
78,LdBPK_010720,3.607620352857463,3.440654918924242,-0.5546471658578263,3.5241376358908525,"hypothetical protein, unknown function",100
79,LdBPK_010730,2.234237149981114,2.583753934051743,1.1610696246389036,2.408995542016428,"ubiquitin activating enzyme, putative",101
80,LdBPK_010740,3.1598590650485674,3.880586480581794,2.394204650415384,3.5202227728151807,"hypothetical protein, conserved",102
81,LdBPK_010760,3.591155374407512,3.5026361962920625,-0.2940543447180506,3.546895785349787,"hypothetical protein, conserved",103
82,LdBPK_010780,3.3782674193757902,3.585495609755511,0.6883971476750599,3.4818815145656505,"hypothetical protein, conserved",104
83,LdBPK_010790,5.843217833115753,5.757005131250343,-0.2863923964628512,5.800111482183048,Eukaryotic initiation factor 4A-1,105
84,LdBPK_010810,3.044899916860153,2.8887027393382607,-0.5188757923520839,2.9668013280992067,"hypothetical protein, conserved",106
85,LdBPK_010820,3.1407212362183943,2.77431962398993,-1.2171598096737597,2.957520430104162,"hypothetical protein, conserved",107
86,LdBPK_010830,2.0884292374126625,2.384774209687679,0.9844366891789944,2.2366017235501707,"calcium/potassium channel (CAKC), putative",108
87,LdBPK_020020,4.706969192276304,4.658144238607454,-0.16219298532412907,4.682556715441879,"cytochrome b-domain protein, putative",110
88,LdBPK_020030,3.4628978610465797,3.026634549562108,-1.4492353511888627,3.2447662053043436,"hypothetical protein, conserved",111
89,LdBPK_020040,3.110138804793396,3.188742975973874,0.26111740461976574,3.149440890383635,"hypothetical protein, conserved",112
90,LdBPK_020060,3.6156771379278885,3.7571195841319507,0.46986163585487084,3.6863983610299194,"hypothetical protein, conserved",113
91,LdBPK_020110,3.7122210856550577,3.665521626250407,-0.15513224621236077,3.6888713559527324,"hypothetical protein, conserved",115
93,LdBPK_020230,4.526814986581918,4.464627141758512,-0.2065835488793688,4.495721064170215,small GTP binding protein rab6-like protein,120
94,LdBPK_020240,3.984166733461688,3.9359619793602185,-0.1601327269568067,3.9600643564109532,"hypothetical protein, conserved",121
95,LdBPK_020250,4.838961312539114,4.338846412961702,-1.6613457355779762,4.588903862750408,"hypothetical protein, conserved",122
96,LdBPK_020290,4.30197839419857,4.200731653566614,-0.3363343922210671,4.251355023882592,"ribosomal RNA processing protein 41B, putative",125
97,LdBPK_020310,2.4392144988776865,3.646640299133486,4.010981688361596,3.0429273990055865,"UAA transporter family, putative",126
98,LdBPK_020330,4.715250492875827,4.646957453784254,-0.22686456524353638,4.681103973330041,"casein kinase II, alpha chain, putative",128
99,LdBPK_020350,3.997180393310416,3.7992854119078427,-0.6573928985584203,3.8982329026091294,"FtsJ-like methyltransferase, putative",130
100,LdBPK_020420,5.208864699127016,4.9527783749038035,-0.8507003551535242,5.08082153701541,"voltage-dependent anion-selective channel, putative",133
101,LdBPK_020430,5.603398414806687,5.617391218486517,0.04648308767027132,5.610394816646602,"Mitochondrial outer membrane protein porin, putative",134
102,LdBPK_020470,2.101527200318131,3.13738682952984,3.441051204637982,2.6194570149239853,"glycerate kinase, putative",135
103,LdBPK_020520,5.583184019560226,5.661836221488741,0.26127695931108974,5.622510120524483,"hypothetical protein, unknown function",136
104,LdBPK_020530,3.7944840977038745,3.8560915335078985,0.2046554718513569,3.8252878156058863,"hypothetical protein, unknown function",137
105,LdBPK_020580,3.0774773619547315,2.656175005857105,-1.3995361331629468,2.8668261839059186,"hypothetical protein, conserved",139
106,LdBPK_020620,4.6806633048600865,4.502083028689384,-0.5932308366041994,4.591373166774735,"hypothetical protein, conserved",140
107,LdBPK_020630,3.8132512748150202,3.5170103616765744,-0.9840910122096904,3.6651308182457973,"Nop14-like family, putative",141
108,LdBPK_020640,5.1276903308672255,5.039498772413328,-0.2929660157599052,5.083594551640276,"mitochondrial carrier protein, putative",142
109,LdBPK_030150,4.271833918338203,4.450228494456928,0.5926139543843139,4.361031206397565,"ATP-binding cassette protein subfamily F, member 1, putative",147
110,LdBPK_030180,4.619571185860894,4.864068323634215,0.8122019110887386,4.741819754747555,"U2 splicing auxiliary factor, putative",148
111,LdBPK_030200,3.6859156194733003,3.7704732839262687,0.2808944811843741,3.7281944516997845,"protein kinase, putative",150
112,LdBPK_030210,4.058072179239607,4.229709394634371,0.5701664879481001,4.143890786936989,"hypothetical protein, conserved",151
113,LdBPK_030230,3.518536534631913,3.5092386145203336,-0.03088702204267335,3.513887574576123,"hypothetical protein, conserved",152
114,LdBPK_030240,4.8764848662394655,4.865053858491004,-0.03797298579248576,4.870769362365235,"ribosomal protein L38, putative",153
115,LdBPK_030390,3.0366564352338132,2.8334843373972545,-0.6749230999004681,2.935070386315534,"MFS transporter, putative",158
116,LdBPK_030420,6.372274551613221,6.3734864663902355,0.004025893746373299,6.372880509001728,"60S acidic ribosomal protein P2, putative",159
117,LdBPK_030430,2.7514447440218444,2.674928252958324,-0.25418228138610743,2.713186498490084,"TLD domain protein, conserved",160
118,LdBPK_030660,4.2578967523306,4.2103281453266055,-0.15801949204122323,4.234112448828602,"Uroporphyrinogen-III synthase HemD, putative",161
119,LdBPK_030670,4.4542570009103475,4.525376611360639,0.2362542320522678,4.489816806135494,"DEAD/DEAH box helicase, putative",162
120,LdBPK_030690,3.5186667216175924,3.3750087365309906,-0.4772214967140904,3.4468377290742915,"Aminoacyl-tRNA editing domain containing protein, putative",163
121,LdBPK_030710,3.126267149976844,3.6649361795493642,1.789419783182666,3.395601664763104,"hypothetical protein, conserved",164
122,LdBPK_030720,4.617139647757687,4.372080387869811,-0.8140692403338399,4.494610017813749,"cytochrome c oxidase copper chaperone, putative",165
123,LdBPK_030780,3.6998724611774563,3.5331473999296454,-0.5538486650809205,3.616509930553551,"hypothetical protein, conserved",168
124,LdBPK_030790,2.6159522238363007,3.029743424675282,1.3745846154841903,2.822847824255791,6-phosphofructo-2-kinase 1,169
125,LdBPK_030850,2.1631497903825063,1.9448174796141602,-0.7252842371630477,2.053983634998333,"hypothetical protein, conserved",170
126,LdBPK_030870,2.9002895677671767,3.066990098334106,0.5537671759229124,2.983639833050641,"NLI interacting factor-like phosphatase, putative",172
127,LdBPK_030880,3.7371047420636634,4.150605313535176,1.3736191656231966,3.9438550277994198,"peter pan protein, putative",173
128,LdBPK_030900,3.4879895583864244,3.3104695827011335,-0.5897085946326897,3.399229570543779,"Got1/Sft2-like family, putative",174
129,LdBPK_030910,4.238731371746331,4.136310003553131,-0.3402364205177939,4.187520687649731,"Amidohydrolase family, putative",175
130,LdBPK_030930,4.060591018062359,3.765755440671035,-0.9794225879085783,3.913173229366697,"multicopper oxidase, putative",176
131,LdBPK_030940,5.071833659567175,5.003391523597402,-0.22735985435209116,5.037612591582288,"hypothetical protein, conserved",177
132,LdBPK_040030,4.0579762979097325,4.09658437682432,0.12825326203599907,4.077280337367027,"cAMP-specific phosphodiesterase, putative",180
133,LdBPK_040050,3.992615204945276,4.022046022775596,0.097767060606051,4.007330613860436,"hypothetical protein, conserved",181
134,LdBPK_040080,3.465419930349808,3.0767684776517665,-1.2910721798364104,3.2710942040007875,"hypothetical protein, conserved",184
135,LdBPK_040090,3.5725197636392423,3.233299043853172,-1.1268668394252614,3.4029094037462073,"hypothetical protein, conserved",185
136,LdBPK_040120,3.6700915152081737,3.522218086866217,-0.49122489609646003,3.596154801037195,"hypothetical protein, conserved",186
137,LdBPK_040130,4.110394877361488,3.9985206187638713,-0.3716382427301159,4.05445774806268,"exosome complex exonuclease RRP40, putative",187
138,LdBPK_040140,4.855063521628999,4.843991226980523,-0.03678136666764331,4.8495273743047616,"hypothetical protein, conserved",188
139,LdBPK_040180,3.4097501953232587,4.914369057468454,4.9982356702575785,4.162059626395856,surface antigen-like protein (fragment),190
140,LdBPK_040190,3.6488489734006797,5.0761334777739755,4.741336494475037,4.362491225587328,surface antigen-like protein,191
141,LdBPK_040200,2.9633338151538986,4.574313259800267,5.351557877456811,3.7688235374770827,surface antigen-like protein,192
142,LdBPK_040230,4.8574736559195,4.7530676227056965,-0.3468293350086764,4.805270639312598,"GRAM domain containing protein, putative",194
143,LdBPK_040250,3.342652091901832,3.2973699345977745,-0.1504240705454567,3.320011013249803,"hypothetical protein, conserved",195
144,LdBPK_040260,4.225139845875038,4.333860198810968,0.3611611949039357,4.279500022343003,"Mitochondrial 39-S ribosomal protein L47 (MRP-L47), putative",196
145,LdBPK_040290,2.8226172270187297,2.815107481788099,-0.024946833667078394,2.8188623544034144,"hypothetical protein, conserved",199
146,LdBPK_040300,3.517639950810594,3.1962653303030724,-1.0675833808477027,3.356952640556833,"beta-fructofuranosidase, putative",200
147,LdBPK_040330,3.551911373811055,3.8657862975606143,1.0426699274842886,3.708848835685835,"ADP-ribosylation factor, putative",201
148,LdBPK_040350,3.601650318045785,3.0542900658974066,-1.8182913996363297,3.3279701919715956,"hypothetical protein, conserved",202
149,LdBPK_040360,3.6099130097555867,3.676395725613174,0.2208508016317321,3.6431543676843803,"phytanoyl-CoA dioxygenase (PhyH), putative",203
150,LdBPK_040370,3.1443831691653585,3.2787005503469397,0.44619268217878805,3.2115418597561494,hypothetical protein,204
151,LdBPK_040380,4.050604571924472,4.13828138452282,0.2912560670406279,4.094442978223646,"anaphase promoting complex, subunit 10-like protein",205
152,LdBPK_040390,3.1476392628451992,3.508789346215845,1.1997146084198604,3.328214304530522,"hypothetical protein, conserved",206
153,LdBPK_040400,4.86420221767229,4.927906371269127,0.21162061759435247,4.896054294470709,"Tetratricopeptide repeat, putative",207
154,LdBPK_040420,2.303419650940352,2.595380291399065,0.9698722541411069,2.4493999711697088,serine/threonine protein kinase-like protein,208
155,LdBPK_040430,4.755252302450594,5.047814158992664,0.971869450739506,4.901533230721629,"calpain-like cysteine peptidase, putative",209
156,LdBPK_040440,4.819681576705007,4.788030009310123,-0.10514423097628622,4.803855793007566,"adenylosuccinate lyase, putative",210
157,LdBPK_220004,5.691990068596422,5.691396012898573,-0.0019734103126154423,5.691693040747498,"60S ribosomal protein L11 (L5, L16)",211
158,LdBPK_040470,3.742085795724331,4.03763487565455,0.9817927920383056,3.889860335689441,"ADP-ribosylation factor, putative",212
159,LdBPK_040480,3.9302732059556282,3.749608500906212,-0.6001551594581933,3.83994085343092,"hypothetical protein, conserved",213
160,LdBPK_040490,2.773670544074688,2.4079227514608132,-1.2149878679270678,2.5907966477677506,"Nucleotidyltransferase domain containing protein, putative",214
161,LdBPK_040520,4.245787917975708,4.027481557050432,-0.7251980336502939,4.13663473751307,"hypothetical protein, conserved",215
162,LdBPK_040530,2.961082266593407,2.768042766939774,-0.6412633373224033,2.8645625167665907,"Zinc finger, C3HC4 type (RING finger), putative",216
163,LdBPK_040550,3.909614678978425,3.453005816372339,-1.5168218090657195,3.6813102476753823,"tyrosine phosphatase, putative",218
164,LdBPK_040560,2.646218101942756,2.3810857658689546,-0.8807505560666797,2.513651933905855,"DENN (AEX-3) domain containing protein, putative",219
165,LdBPK_040570,5.025768244683208,4.996843281318479,-0.09608664844488146,5.011305763000843,"spermidine synthase, putative",220
166,LdBPK_040580,4.594857233823482,4.365171247926262,-0.7630003295538792,4.480014240874872,hypothetical protein,221
167,LdBPK_040600,3.379262473648721,3.430731150076304,0.17097524223145655,3.4049968118625125,"hypothetical protein, conserved",222
168,LdBPK_040630,5.180056045166458,5.385182449738329,0.6814151663505292,5.282619247452393,"hypothetical protein, conserved",223
169,LdBPK_040680,5.2734301815868285,5.2182050518073435,-0.18345391015827417,5.245817616697086,"ubiquitin-conjugating enzyme E2, putative",225
170,LdBPK_040690,4.07389349301125,4.0211708359556635,-0.17514087571006165,4.0475321644834565,"axonemal dynein light chain, putative",226
171,LdBPK_040710,4.08041302730131,4.091306908715048,0.03618869073067188,4.0858599680081795,"Tir chaperone protein (CesT) family/PDZ domain containing protein, putative",227
172,LdBPK_040730,3.355715950808335,3.0808585327785494,-0.9130565790413456,3.2182872417934423,"Protein of unknown function (DUF974), putative",228
174,LdBPK_040750,5.49863066147316,5.743847370863232,0.8145922762587112,5.621239016168197,"60S ribosomal protein L10, putative",230
175,LdBPK_040780,3.208470508872756,3.3053274592100346,0.32175182451051576,3.2568989840413956,"heat shock protein, putative",233
176,LdBPK_040790,2.7066857624048937,2.640338880925159,-0.22039956959569373,2.6735123216650263,"hypothetical protein, conserved",234
177,LdBPK_040820,4.094317779843147,4.209464422750899,0.3825088681072266,4.151891101297023,"Peptide deformylase 2, putative",237
178,LdBPK_040830,3.464142150578558,3.440450694239741,-0.07870131442071227,3.4522964224091495,"hypothetical protein, conserved",238
179,LdBPK_040850,3.9834977302763996,3.8536292032640693,-0.43141390852389705,3.9185634667702347,rhomboid-like protein,239
180,LdBPK_040930,3.9011025016106076,4.17088400530031,0.8961947565877786,4.035993253455459,"hypothetical protein, conserved",242
181,LdBPK_040940,4.63400249089759,4.6078010351281735,-0.08703935204737334,4.620901763012881,"chaperone protein DnaJ, putative",244
182,LdBPK_040960,5.2798442254855935,5.067237260313831,-0.7062650507728172,5.173540742899712,"adenylate kinase, putative",245
183,LdBPK_041000,4.505166463408443,4.342612651258326,-0.5399920755125152,4.423889557333385,"hypothetical protein, conserved",246
184,LdBPK_041050,4.165374037828714,4.309979580812676,0.48036921591486426,4.237676809320695,"acyltransferase-like protein, copy 2",249
185,LdBPK_041080,4.118366897535782,4.031827800774908,-0.28747665683611956,4.075097349155345,"Transcriptional repressor TCF25, putative",250
186,LdBPK_041110,3.5867993369934834,3.7493797039462815,0.540080288657597,3.6680895204698825,"hypothetical protein, conserved",251
187,LdBPK_041140,4.1286956426168295,4.255960885565802,0.4227659860548556,4.192328264091316,"cytochrome c oxidase assembly factor, putative",252
188,LdBPK_041150,3.5354458202416668,3.6633043439328974,0.42473682202072105,3.599375082087282,hypothetical protein,253
189,LdBPK_041160,4.19795104459535,4.040255354546258,-0.5238537432167298,4.119103199570804,"hypothetical protein, conserved",254
190,LdBPK_041170,5.225052477179745,5.180581286623813,-0.14773009732083864,5.202816881901779,"fructose-1,6-bisphosphatase, cytosolic, putative",255
191,LdBPK_041190,5.151378237480709,5.040353942072368,-0.3688147261320438,5.095866089776539,Double RNA binding domain protein 3,256
192,LdBPK_041200,2.6520579358928975,2.569897406509371,-0.272931370849955,2.6109776712011343,"hypothetical protein, conserved",257
193,LdBPK_041210,4.050659180646639,4.210012235456718,0.5293593897797262,4.130335708051678,"tRNA nucleotidyltransferase, putative",258
194,LdBPK_041220,2.971464931575558,3.5090523889384775,1.7858268780729443,3.240258660257018,"hypothetical protein, conserved",259
195,LdBPK_041240,3.386156164446649,3.269205574125891,-0.38850145170018635,3.32768086928627,"hypothetical protein, conserved",260
196,LdBPK_041250,5.8407512249520925,5.951799523998271,0.3688944644909533,5.896275374475182,actin,261
197,LdBPK_050030,5.107965954899636,5.306140320475496,0.6583209926929285,5.207053137687566,"ras-like small GTPases, putative",262
198,LdBPK_050060,3.75567868079894,3.6105147747673194,-0.4822240578100292,3.6830967277831297,"major vault protein, putative",265
199,LdBPK_050160,2.6274627020482235,3.0860182515695938,1.5232885630215538,2.8567404768089086,"hypothetical protein, unknown function",267
200,LdBPK_050170,2.761521808260611,2.1474016175517128,-2.040063115153475,2.454461712906162,"basal body component, putative",268
201,LdBPK_050190,4.314416551975988,4.392123703877623,0.25813757107571966,4.353270127926805,"Fip1 motif/Zinc finger C-x8-C-x5-C-x3-H type (and similar), putative",269
202,LdBPK_050200,3.7873027841900666,3.5978395713352653,-0.6293831697299872,3.692571177762666,"50S ribosome-binding GTPase, putative",270
203,LdBPK_050070,4.44622620326814,4.70509794459618,0.8599533104900292,4.57566207393216,"dynein light chain, putative",271
204,LdBPK_050080,3.6103436619955858,3.5582590701493304,-0.17302126896481873,3.584301366072458,"Rrp15p, putative",272
205,LdBPK_050100,5.170088327775055,5.099232171131677,-0.2353790574493786,5.134660249453366,"phosphoprotein phosphatase, putative",273
206,LdBPK_050110,3.3324588917655658,3.412274595645605,0.26514202913231166,3.3723667437055855,"hypothetical protein, conserved",274
207,LdBPK_050130,3.530017651053232,3.703745628270988,0.5771118483876148,3.61688163966211,"protein kinase, putative",275
208,LdBPK_050140,4.437360414632552,4.491767392249572,0.1807360675038847,4.4645639034410625,"nucleolar RNA helicase II, putative",276
209,LdBPK_050250,3.1743201367794023,2.95985879088754,-0.7124251701855346,3.0670894638334714,"hypothetical protein, conserved",277
210,LdBPK_050260,4.441033565605877,4.493844117667702,0.17543285660069152,4.46743884163679,"hypothetical protein, conserved",278
211,LdBPK_050280,4.7480492549908115,4.874754872304988,0.42090694993600763,4.8114020636479,"protein tyrosine phosphatase, putative",280
212,LdBPK_050290,3.130030009895387,3.0509038615353647,-0.2628513752773838,3.0904669357153756,"ARP2/3 complex 16kDa subunit, putative",281
213,LdBPK_050320,4.451592503530493,4.578609989223209,0.42194295426458694,4.515101246376851,glutaredoxin-like protein,282
214,LdBPK_050340,4.352906483886743,4.401177051538908,0.16035135483988583,4.377041767712825,"hypothetical protein, conserved",283
215,LdBPK_050230,3.5122978292237836,3.3830788294461116,-0.4292562257546937,3.4476883293349476,"hydrogenase, putative",284
216,LdBPK_050350,5.458947288573223,5.635260257572276,0.5856990052109587,5.54710377307275,trypanothione reductase,285
217,LdBPK_050360,2.9622393750894895,2.9642490694143144,0.006676060039771059,2.9632442222519018,"ATP-dependent RNA helicase, putative",286
218,LdBPK_050410,3.424055471456615,3.423705507297191,-0.001162555773396079,3.423880489376903,"TPR repeat, putative",290
219,LdBPK_050430,2.288361944817449,2.183605309696077,-0.34799400933555,2.235983627256763,"hypothetical protein, conserved",291
220,LdBPK_050440,2.207248227249638,2.116926130268653,-0.30004351155027553,2.162087178759146,"hypothetical protein, conserved",292
221,LdBPK_050450,5.000954298946088,4.962759906583352,-0.12687902505692605,4.981857102764719,"hypothetical protein, conserved",293
